dataset_name,best_params,duration,mse_score,rmse_score,mae_score,mape_score,smape_score,train_loss_history,val_loss_history
./Data/Alexandra/16.csv,"{'lstm_units': 85, 'dropout_rate': 0.1458915870621989, 'optimizer': 'rmsprop'}",28.337685,0.0049402247523792,0.0702867324064735,0.0524940799404891,0.2480696134503736,538.2800413451133,"0.021052971482276917,0.011110947467386723,0.009602268226444721,0.009002518840134144,0.008638015948235989,0.008292751386761665,0.007877347059547901,0.007348679006099701,0.006920295767486095,0.00667173694819212,0.006577902473509312,0.006452891044318676,0.006334072444587946,0.006231068633496761,0.0061689321883022785,0.006098582409322262,0.00597117654979229,0.005924845114350319","0.006723625585436821,0.004931374453008175,0.003996165469288826,0.00474664568901062,0.004159803502261639,0.0038529830053448677,0.004175690934062004,0.0033543328754603863,0.0037323241122066975,0.0035485904663801193,0.003912254236638546,0.0033980205189436674,0.003208935959264636,0.0034497505985200405,0.003523794701322913,0.003441517474129796,0.003891516011208296,0.003596654161810875"
./Data/Alexandra/18.csv,"{'lstm_units': 29, 'dropout_rate': 0.1599345179210488, 'optimizer': 'rmsprop'}",25.257407,0.0038891169382487,0.0623627848820816,0.0473992649476792,0.2419065400797226,499.935302560113,"0.03204023838043213,0.012520880438387394,0.00950554944574833,0.008504536002874374,0.008116085082292557,0.007817516103386879,0.007597398012876511,0.0074307178147137165,0.007286083418875933,0.007077257614582777,0.006871056742966175,0.0066255549900233746,0.006461809389293194,0.006125038024038076,0.005906202830374241,0.005799556151032448,0.005632851272821426,0.005586966872215271,0.00551198422908783,0.005453248042613268,0.005452146753668785,0.005411125719547272,0.005296157673001289,0.005283655133098364,0.005276631098240614","0.005411855410784483,0.004798731300979853,0.004345274064689875,0.004172807093709707,0.0036682221107184887,0.004848622716963291,0.003616297384724021,0.004057299345731735,0.003995354752987623,0.004423440899699926,0.0036243610084056854,0.0032940078526735306,0.0033253892324864864,0.003018531482666731,0.0027331989258527756,0.002795511158183217,0.003029164159670472,0.0027168437372893095,0.0027604466304183006,0.0025417357683181763,0.002838653279468417,0.0028110530693084,0.0029680898878723383,0.002833786653354764,0.002697654999792576"
./Data/Alexandra/10.csv,"{'lstm_units': 86, 'dropout_rate': 0.3841946942790121, 'optimizer': 'adam'}",35.09584,0.0213239307053445,0.1460271574240371,0.1169643721460805,0.1976305022732143,511.0766799228042,"0.01702948845922947,0.005393980536609888,0.004211483057588339,0.0035950900055468082,0.0032651773653924465,0.0030759156215935946,0.002699195174500346","0.00709494249895215,0.004348915535956621,0.004684172570705414,0.00503097428008914,0.004552459344267845,0.005656122695654631,0.0052655846811831"
./Data/Alexandra/19.csv,"{'lstm_units': 91, 'dropout_rate': 0.35164290361410194, 'optimizer': 'rmsprop'}",26.66131,0.0055819978329579,0.0747127688749248,0.0568724854871036,0.2760262579957054,554.5003148507283,"0.024581605568528175,0.012132341042160988,0.010047703050076962,0.009389907121658325,0.008867239579558372,0.008527149446308613,0.008110981434583664,0.007497155107557774,0.0069806138053536415,0.006787054240703583,0.006617882754653692,0.006532603409141302,0.006499193143099546","0.006310135126113892,0.00611700676381588,0.004941698629409075,0.00540099386125803,0.005067627411335707,0.004995557479560375,0.00496252067387104,0.0037297101225703955,0.004114389885216951,0.004350241273641586,0.0041099898517131805,0.004306175280362368,0.004243993200361729"
./Data/Alexandra/3.csv,"{'lstm_units': 71, 'dropout_rate': 0.2778750177676632, 'optimizer': 'adam'}",23.493262,0.004468358711741,0.0668457830512966,0.0502193151194228,530970664143.0134,406.1180642420785,"0.031446896493434906,0.012805593200027943,0.010165597312152386,0.008763234131038189,0.007840556092560291,0.007106770295649767,0.006419029086828232,0.00603589229285717,0.005735744256526232,0.005460071377456188,0.005301007069647312,0.005201132968068123,0.00501084141433239,0.004914030898362398,0.004723206162452698","0.004680152982473373,0.004963388666510582,0.0035532235633581877,0.0030146369244903326,0.003279684344306588,0.002432208741083741,0.0023071812465786934,0.002105747815221548,0.0024570717941969633,0.001997237792238593,0.002548736520111561,0.00247360672801733,0.00230551534332335,0.0023537050001323223,0.002743769669905305"
./Data/Alexandra/12.csv,"{'lstm_units': 56, 'dropout_rate': 0.39370076338828935, 'optimizer': 'adam'}",33.751837,0.005364883135316,0.0732453625516048,0.0529606981297821,0.2138191601441453,473.63156256231287,"0.0316748321056366,0.013481372967362404,0.009884891100227833,0.00861144158989191,0.007945047691464424,0.007416642736643553,0.006937175057828426,0.006429565139114857,0.0060755410231649876,0.005856560543179512,0.005694152787327766,0.005436980165541172,0.005363552365452051,0.005128524731844664,0.005055743735283613,0.004864484071731567,0.004843513946980238,0.004724370781332254","0.005392204038798809,0.0036448193714022636,0.003753358032554388,0.003238201607018709,0.00336578581482172,0.0030636193696409464,0.002769538899883628,0.00205482030287385,0.0024051726795732975,0.0022902798373252153,0.002119721844792366,0.0020455769263207912,0.0018805190920829773,0.002537541324272752,0.0020263877231627703,0.002350222785025835,0.002005688613280654,0.002240595407783985"
./Data/Alexandra/6.csv,"{'lstm_units': 81, 'dropout_rate': 0.15468134648327322, 'optimizer': 'adam'}",24.513716,0.0050123038891762,0.0707976262961993,0.0531904684947682,636164457763.7638,416.6067279784455,"0.026812249794602394,0.011377681978046894,0.00913599319756031,0.007918157614767551,0.006954958662390709,0.006225618068128824,0.0058700405061244965,0.005539512261748314,0.005349285434931517,0.005135045852512121,0.004947012290358543,0.004822759889066219","0.00481420150026679,0.004054788500070572,0.0035288510844111443,0.00397516880184412,0.0023093554191291332,0.003467317670583725,0.002260128501802683,0.002566175302490592,0.0028217765502631664,0.002544989576563239,0.0026415761094540358,0.0028341033030301332"
./Data/Alexandra/7.csv,"{'lstm_units': 91, 'dropout_rate': 0.10038301998431615, 'optimizer': 'rmsprop'}",19.095861,0.0048594608141473,0.0697098329803432,0.0523238671728067,560222017052.8815,419.0658439355749,"0.02208300307393074,0.01062805112451315,0.008980700746178627,0.008137901313602924,0.007533895783126354,0.006926235742866993,0.006369185633957386,0.005955192726105452,0.005691744852811098,0.005537578370422125,0.005386900622397661,0.005348695442080498,0.005180011969059706,0.0050765471532940865,0.004989909939467907","0.0045817261561751366,0.00395163195207715,0.0033791896421462297,0.003812810406088829,0.0044715506955981255,0.004100990481674671,0.0027513611130416393,0.002424575388431549,0.00247616576962173,0.0020372415892779827,0.003075157292187214,0.0027407724410295486,0.0030647169332951307,0.00283026578836143,0.00267568277195096"
./Data/Alexandra/9.csv,"{'lstm_units': 94, 'dropout_rate': 0.4685721230663759, 'optimizer': 'adam'}",18.24726,0.0288465342201255,0.1698426749086505,0.1262199752172362,0.371813952252241,579.0634037686366,"0.09196704626083374,0.05381159856915474,0.04557035118341446,0.0417490229010582,0.03903811052441597,0.0367707796394825,0.03563937544822693,0.03385782241821289,0.03235116973519325,0.031242597848176956,0.02985634282231331,0.028896190226078033,0.02819817326962948,0.027586480602622032","0.023825522512197495,0.023562151938676834,0.02493036352097988,0.021020432934165,0.021560946479439735,0.021764403209090233,0.02119820937514305,0.022274136543273926,0.020605525001883507,0.021945049986243248,0.020659716799855232,0.021382739767432213,0.021286141127347946,0.02126396633684635"
./Data/Alexandra/1.csv,"{'lstm_units': 99, 'dropout_rate': 0.30752446065366007, 'optimizer': 'rmsprop'}",19.063111,0.0042911401087873,0.0655067943711748,0.0491399379617422,0.2514287263503127,511.8427193022336,"0.02502051554620266,0.011699551716446877,0.009862281382083893,0.009156124666333199,0.008663754910230637,0.008281185291707516,0.007809819653630257,0.007214551791548729,0.006676810793578625,0.006447638850659132,0.006339447107166052,0.006213834043592215,0.006073924712836742","0.005826977547258139,0.005307952407747507,0.004323597531765699,0.00412604957818985,0.004661811050027609,0.00385356810875237,0.005383762065321207,0.0027963018510490656,0.0030261750798672438,0.0031211222521960735,0.002918558195233345,0.003049972001463175,0.0028930280823260546"
