index,error,prediction,true_value
893,-3.1507692337036133,1.5992307662963867,4.75
1731,-2.4174950361251835,1.982504963874817,4.4
605,-2.327074489593506,1.6329255104064941,3.96
287,-2.312034411430359,1.8579655885696411,4.17
798,-2.2607124757766726,1.7092875242233276,3.97
799,-2.216745166778564,2.5632548332214355,4.779999999999999
933,-2.0168448638916017,1.8531551361083984,3.87
1684,-1.852890272140503,1.417109727859497,3.27
1661,-1.807258758544922,1.6027412414550781,3.41
944,-1.604542112350464,2.245457887649536,3.85
97,-1.6004591178894043,2.1695408821105957,3.77
515,-1.5400302696228025,2.2399697303771973,3.78
2352,-1.5209112453460691,2.0090887546539307,3.53
608,-1.4514248943328862,2.6085751056671143,4.0600000000000005
942,-1.4207147932052613,1.8892852067947388,3.31
201,-1.3905260372161865,2.0894739627838135,3.48
917,-1.3831932497024537,1.7368067502975464,3.12
1685,-1.3798890781402586,2.190110921859741,3.57
418,-1.3571704101562498,1.71282958984375,3.07
1591,-1.3350354385375978,1.5349645614624023,2.87
197,-1.2988555908203123,1.7511444091796875,3.05
1732,1.2810792255401613,2.851079225540161,1.5699999999999998
2350,-1.2737866592407228,1.5962133407592773,2.87
514,-1.273262629508972,1.9867373704910278,3.26
606,-1.2461338806152344,2.5838661193847656,3.83
934,1.1784119033813476,2.7384119033813477,1.56
292,-1.1484305667877197,2.0815694332122803,3.23
1662,-1.096410942077637,2.3535890579223633,3.45
516,1.078013677597046,2.558013677597046,1.48
2359,-1.0223484897613524,1.8176515102386475,2.84
57,-1.016259150505066,1.563740849494934,2.58
945,1.0035834884643555,2.6935834884643555,1.69
894,-0.9872990608215333,2.862700939178467,3.85
965,0.9822254180908203,2.2322254180908203,1.25
1663,-0.9816101741790773,2.388389825820923,3.37
293,0.9784264755249024,2.2084264755249023,1.23
938,0.9740225219726564,2.3340225219726562,1.3599999999999999
2355,-0.9735318756103517,2.1864681243896484,3.16
290,-0.9697948741912841,2.410205125808716,3.38
797,-0.9588056182861329,1.3511943817138672,2.31
202,0.9294612693786621,2.399461269378662,1.47
1688,-0.9264021825790403,1.5435978174209595,2.4699999999999998
870,-0.9174484300613406,1.3625515699386597,2.2800000000000002
1592,0.914787883758545,2.044787883758545,1.13
986,0.9021538448333741,2.282153844833374,1.38
849,-0.889029550552368,1.4109704494476318,2.3
946,-0.8845987176895145,1.7254012823104858,2.6100000000000003
2354,-0.8790115261077878,2.010988473892212,2.8899999999999997
101,0.8677201652526856,2.0777201652526855,1.21
