index,error,prediction,true_value
893,-3.1705057621002197,1.5794942378997803,4.75
605,-2.414110622406006,1.5458893775939941,3.96
799,-2.3782053279876703,2.401794672012329,4.779999999999999
1731,-2.3702036380767826,2.0297963619232178,4.4
798,-2.3003813934326174,1.6696186065673828,3.97
287,-2.265285654067993,1.9047143459320068,4.17
933,-2.112623567581177,1.7573764324188232,3.87
1661,-1.8774682617187501,1.53253173828125,3.41
944,-1.8581863403320313,1.9918136596679688,3.85
97,-1.84407808303833,1.92592191696167,3.77
1684,-1.723155517578125,1.546844482421875,3.27
515,-1.6776149559020994,2.1023850440979004,3.78
2352,-1.647657661437988,1.8823423385620117,3.53
201,-1.6416830825805664,1.8383169174194336,3.48
418,-1.6197701168060301,1.4502298831939697,3.07
608,-1.565085945129395,2.4949140548706055,4.0600000000000005
1591,-1.5533403110504151,1.316659688949585,2.87
514,-1.5440638160705564,1.7159361839294434,3.26
606,-1.4991207885742188,2.3308792114257812,3.83
1685,-1.4880366992950438,2.081963300704956,3.57
197,-1.4682620048522947,1.581737995147705,3.05
942,-1.4443891620635987,1.8656108379364014,3.31
1662,-1.4200329303741457,2.0299670696258545,3.45
2350,-1.384037847518921,1.485962152481079,2.87
917,-1.3508740615844728,1.7691259384155273,3.12
894,-1.2227684020996095,2.6272315979003906,3.85
292,-1.2002482223510742,2.029751777648926,3.23
2359,-1.1848650836944579,1.655134916305542,2.84
1663,-1.1600335788726808,2.2099664211273193,3.37
513,-1.1250285148620605,1.5249714851379395,2.65
965,1.1066067218780518,2.3566067218780518,1.25
1732,1.0807387161254884,2.6507387161254883,1.5699999999999998
57,-1.061304168701172,1.5186958312988281,2.58
921,-1.045964002609253,1.704035997390747,2.75
2355,-1.0194255447387697,2.1405744552612305,3.16
610,-1.010685806274414,2.119314193725586,3.13
938,1.004335060119629,2.364335060119629,1.3599999999999999
934,0.9508766555786132,2.5108766555786133,1.56
888,-0.9494957256317136,1.4805042743682861,2.4299999999999997
849,-0.9359841823577879,1.364015817642212,2.3
895,0.9321072196960449,2.672107219696045,1.74
943,-0.9269416046142576,2.043058395385742,2.9699999999999998
609,-0.921145029067993,2.398854970932007,3.32
743,-0.9202222251892089,1.769777774810791,2.69
101,0.9162845993041993,2.126284599304199,1.21
198,-0.9117932224273684,2.078206777572632,2.99
516,0.9090857696533203,2.3890857696533203,1.48
701,-0.9030193328857421,1.4969806671142578,2.4
546,-0.9005728912353517,1.7194271087646484,2.62
417,-0.8909621524810794,1.389037847518921,2.2800000000000002
290,-0.8754216480255126,2.5045783519744873,3.38
1708,0.8738227844238282,2.273822784423828,1.4
607,-0.8730807495117188,2.6469192504882812,3.52
797,-0.8679764842987061,1.442023515701294,2.31
2311,-0.8649541664123532,1.3150458335876465,2.1799999999999997
174,-0.8644351577758789,1.595564842224121,2.46
393,-0.8548614025115966,1.2951385974884033,2.15
870,-0.8402324008941653,1.439767599105835,2.2800000000000002
726,-0.8312790489196775,1.6787209510803223,2.51
545,-0.8223911666870114,1.5676088333129883,2.3899999999999997
2354,-0.8060313606262204,2.0839686393737793,2.8899999999999997
935,0.8053867435455322,2.0953867435455322,1.29
946,-0.8045397853851322,1.8054602146148682,2.6100000000000003
28,-0.7969626235961913,1.5830373764038086,2.38
53,-0.7899991607666017,1.6200008392333984,2.41
293,0.7846739482879639,2.014673948287964,1.23
239,-0.7820320796966556,2.0379679203033447,2.8200000000000003
702,-0.7783069515228274,1.7116930484771729,2.49
512,-0.7602672481536867,1.4797327518463135,2.24
18,-0.7584711647033693,1.4015288352966309,2.16
844,0.75589186668396,2.18589186668396,1.43
986,0.7511087608337403,2.1311087608337402,1.38
958,-0.7486507606506345,1.9713492393493652,2.7199999999999998
801,0.7401365947723388,2.270136594772339,1.53
2335,-0.7382740306854245,1.4417259693145752,2.1799999999999997
1688,-0.7339598846435544,1.7360401153564453,2.4699999999999998
1729,0.7252995204925536,2.0552995204925537,1.33
1615,-0.7162882041931153,1.4037117958068848,2.12
987,0.7162049388885499,2.15620493888855,1.44
651,0.7092360305786132,2.3292360305786133,1.62
777,-0.702813606262207,1.527186393737793,2.23
744,-0.6814988613128663,1.9185011386871338,2.6
556,-0.6733408641815188,1.8966591358184814,2.5700000000000003
200,-0.6683736515045169,1.9016263484954834,2.5700000000000003
224,-0.6658252716064452,1.7341747283935547,2.4
954,-0.6534158420562743,1.7665841579437256,2.42
919,-0.6523571681976321,1.9176428318023682,2.5700000000000003
696,-0.6427444648742675,1.5272555351257324,2.17
98,-0.6353740882873535,2.8846259117126465,3.52
741,-0.6271188068389892,1.6028811931610107,2.23
96,-0.6215896987915039,1.668410301208496,2.29
31,-0.6203144359588624,1.7096855640411377,2.33
81,-0.6197966289520265,1.5002033710479736,2.12
937,0.6090245914459229,2.039024591445923,1.43
966,0.6047313404083252,2.084731340408325,1.48
154,-0.5979606533050537,1.3420393466949463,1.94
672,-0.5883390522003173,1.6216609477996826,2.21
650,0.5849143695831298,2.16491436958313,1.58
889,-0.5831090641021728,1.5868909358978271,2.17
918,-0.5813168334960936,2.0486831665039062,2.63
945,0.5785437202453614,2.2685437202453613,1.69
202,0.5772166538238526,2.0472166538238525,1.47
1733,0.5740921211242676,2.1040921211242676,1.53
2431,-0.5730325984954834,1.6569674015045166,2.23
102,0.5674150848388673,1.7274150848388672,1.16
285,-0.5599907970428468,1.6000092029571533,2.16
1692,-0.5578890705108641,1.5321109294891357,2.09
936,0.5546063518524169,1.894606351852417,1.34
225,-0.5528402709960938,1.7371597290039062,2.29
465,-0.5498876476287842,1.4401123523712158,1.99
288,-0.5444642639160158,2.8655357360839844,3.41
226,-0.5420966434478762,1.737903356552124,2.2800000000000002
2351,-0.5399790668487547,1.8000209331512451,2.34
1691,-0.5399203586578372,1.490079641342163,2.0300000000000002
2430,-0.5372174739837647,1.5627825260162354,2.1
725,-0.5366674423217774,1.5633325576782227,2.1
975,0.5330729675292969,1.7630729675292969,1.23
951,-0.5321456909179689,1.6678543090820312,2.2
1035,-0.5316030788421631,1.698396921157837,2.23
950,-0.5266138648986818,1.6333861351013184,2.16
234,-0.5248837089538574,1.6851162910461426,2.21
502,-0.5247083950042724,1.6052916049957275,2.13
802,0.5200599861145019,1.850059986114502,1.33
1709,0.5182874965667725,1.9382874965667725,1.42
1631,-0.5170004749298096,1.5229995250701904,2.04
509,-0.5146687316894534,1.5153312683105469,2.0300000000000002
982,0.5137936210632323,1.8537936210632324,1.34
245,0.5126337623596191,2.302633762359619,1.79
1725,0.5087581157684327,1.7087581157684326,1.2
1730,0.5077191257476805,2.1677191257476807,1.6600000000000001
2360,0.4963116455078125,1.7663116455078125,1.27
939,0.4962836837768556,2.5862836837768555,2.09
223,-0.49203278541564943,1.7779672145843506,2.27
654,0.4885811710357666,1.9985811710357666,1.51
125,-0.4874139499664305,1.3325860500335693,1.8199999999999998
941,-0.4867493534088134,1.9532506465911865,2.44
940,-0.4841210651397705,2.2458789348602295,2.73
2357,-0.48205496788024904,1.787945032119751,2.27
419,0.47718559265136706,1.8671855926513672,1.3900000000000001
30,-0.47628853797912596,1.753711462020874,2.23
629,-0.47063872337341284,1.749361276626587,2.2199999999999998
1687,0.46757996559143056,1.8375799655914307,1.37
949,-0.4656935405731204,1.6043064594268799,2.0700000000000003
773,-0.4552853775024417,1.6147146224975586,2.0700000000000003
1695,-0.454965219497681,1.6550347805023193,2.1100000000000003
843,0.4548040199279786,2.1248040199279785,1.67
648,0.4538119506835938,1.8838119506835938,1.43
1665,0.4531213474273681,1.7831213474273682,1.33
845,0.450943374633789,2.050943374633789,1.6
291,-0.44983819961547855,2.3401618003845215,2.79
241,-0.4492240047454832,2.3107759952545166,2.76
129,-0.44909009552001944,1.4469099044799805,1.896
647,0.4473373413085937,1.9973373413085938,1.55
1777,0.4472681140899657,1.8372681140899658,1.3900000000000001
1722,0.44662125587463386,1.6166212558746338,1.17
1693,-0.44650442123413114,1.6234955787658691,2.0700000000000003
2419,0.44539243698120123,1.6253924369812012,1.18
392,-0.4448210716247558,1.2551789283752441,1.7
2358,-0.4390954399108886,1.7509045600891113,2.19
231,-0.4371945190429689,1.4928054809570312,1.9300000000000002
1726,0.4331044864654541,1.713104486465454,1.28
552,-0.43110894203186056,1.8088910579681396,2.24
821,0.42975747108459483,1.5597574710845947,1.13
644,0.42652221679687496,1.716522216796875,1.29
953,-0.42262258529663077,1.7273774147033691,2.15
562,-0.42096467971801754,1.5390353202819824,1.96
582,-0.4205556964874271,1.6894443035125732,2.1100000000000003
19,-0.4169373035430908,1.5330626964569092,1.95
236,-0.4153182888031006,1.8746817111968994,2.29
1614,-0.4143513107299803,1.4256486892700195,1.8399999999999999
646,-0.4131643199920654,1.7768356800079346,2.19
128,-0.40940225982666023,1.4245977401733398,1.834
960,-0.4059094619750976,2.2640905380249023,2.67
1690,-0.3974518489837646,1.5725481510162354,1.97
1008,-0.38908551216125487,1.5909144878387451,1.98
1629,-0.3848901176452637,1.4051098823547363,1.79
551,-0.38022152900695794,1.789778470993042,2.17
561,-0.37852957725524927,1.651470422744751,2.0300000000000002
555,-0.37758783340454105,1.912412166595459,2.29
1612,-0.37740770339965835,1.2825922966003418,1.6600000000000001
175,-0.3761430644989012,1.7138569355010986,2.09
703,-0.37246722221374506,1.8175327777862549,2.19
553,-0.37165761947631815,1.8883423805236816,2.26
2320,-0.3658346271514894,1.2941653728485107,1.6600000000000001
286,-0.3626023483276368,1.7573976516723633,2.12
1660,-0.36204892158508306,1.447951078414917,1.81
1735,-0.3585669994354248,1.6414330005645752,2.0
29,-0.3424372577667236,1.6475627422332764,1.99
742,-0.3399477863311766,1.7500522136688232,2.09
955,-0.33817763328552264,1.8618223667144775,2.2
961,-0.3327258872985839,2.297274112701416,2.63
