dataset_name,best_params,duration,mse_score,rmse_score,mae_score,smape_score,mape_score,train_loss_history,val_loss_history
Simulated,"{'lstm_units': 118, 'dropout_rate': 0.29090751785910485, 'num_lstm_layers': 2, 'optimizer': 'adam', 'l2_reg': 1.3893778091716451e-06}",73.907305,0.0,0.0,0.04,22.37,35.96,"0.04784278944134712,0.023006770759820938,0.017413485795259476,0.014726496301591396,0.013471327722072601,0.012530902400612831,0.011722521856427193,0.011024247854948044,0.010297426022589207,0.00953616201877594,0.008789229206740856,0.008326546289026737,0.007747341878712177,0.007273691240698099,0.006931353826075792,0.006583034992218018,0.006413226947188377,0.00625231210142374,0.0060873921029269695,0.006081077735871077,0.0059409476816654205,0.005879644770175219,0.005715738981962204,0.005668087862432003,0.005667360499501228,0.0056273373775184155,0.005689601879566908,0.0057024224661290646,0.005619640462100506,0.005572659894824028,0.005631798878312111,0.005604078993201256,0.005550665315240622,0.005555599927902222,0.005532534327358007,0.0055553303100168705","0.019515177235007286,0.0133188646286726,0.009798712097108364,0.0093443738296628,0.008707953616976738,0.00797122623771429,0.007814272306859493,0.006937094964087009,0.006439101416617632,0.00576814403757453,0.0053919353522360325,0.0047255102545022964,0.004168055020272732,0.0038901944644749165,0.0038006771355867386,0.003883590456098318,0.0035394872538745403,0.0034599557984620333,0.0031801131553947926,0.0031117780599743128,0.0032302141189575195,0.003375603584572673,0.002973063848912716,0.0029578839894384146,0.0029412133153527975,0.0028561775106936693,0.0028888327069580555,0.0028842773754149675,0.002865121467038989,0.002861814107745886,0.0028613407630473375,0.0028849015943706036,0.002865321934223175,0.0028795732650905848,0.0028979876078665257,0.0028801891021430492"
